Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo
14114.999999999995,753.968181818182,HONDA,FIT,2010,Hatchback,0,Petrol,1.3,147857.00000000006,4.0,Automatic,Front,4-5,Right-hand drive,Blue,4,0
73620.0,1079.0000000000005,HYUNDAI,Sonata,2018,Sedan,1,Petrol,2.0,51105.99999999998,4.0,Automatic,Front,4-5,Left wheel,White,4,0
38445.000000000015,696.0000000000001,Other,Other,2013,Sedan,1,Diesel,2.2,71200.99999999999,4.0,Automatic,Front,4-5,Left wheel,White,4,0
26656.999999999978,1538.117647058823,FORD,Other,2010,Coupe,0,Petrol,3.7,159999.99999999997,6.0,Automatic,Rear,2-3,Left wheel,Black,12,0
15210.0,1347.0,HYUNDAI,H1,2008,Minivan,1,Diesel,2.5,65624.99999999997,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0
44134.00000000003,729.9999999999997,Other,Other,2016,Jeep,1,Diesel,1.6,35398.00000000001,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0
21953.000000000007,779.0000000000001,TOYOTA,Other,2013,Sedan,1,Petrol,2.5,115123.00000000004,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,0
4391.000000000001,1705.0000000000005,Other,Other,2007,Jeep,1,Diesel,2.7,74943.99999999997,4.0,Automatic,Front,4-5,Left wheel,White,4,0
21953.000000000007,505.0000000000001,Other,Other,2018,Jeep,1,Hybrid,2.0,59673.99999999998,4.0,Automatic,4x4,4-5,Left wheel,Black,12,0
29793.0,1076.9999999999995,HYUNDAI,Elantra,2019,Sedan,1,Petrol,2.0,33692.999999999985,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0
941.0,1058.0,LEXUS,Other,2012,Jeep,1,Hybrid,3.5,232357.00000000017,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0
2351.9999999999995,352.99999999999994,TOYOTA,Prius,2015,Hatchback,1,Hybrid,1.8,236898.00000000006,4.0,Automatic,Front,4-5,Left wheel,White,12,0
6898.999999999999,641.9999999999998,HYUNDAI,Sonata,2012,Sedan,1,Other,2.0,85471.00000000006,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0
19444.000000000015,764.9999999999998,Other,Other,2015,Jeep,1,Petrol,2.0,250004.9999999998,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0
20385.00000000001,781.0000000000001,TOYOTA,Camry,2012,Sedan,0,Hybrid,2.5,120000.00000000004,4.0,Automatic,Front,4-5,Left wheel,Other,6,0
4861.000000000004,923.9999999999998,TOYOTA,Other,2017,Sedan,1,Petrol,1.8,22988.999999999985,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0
5927.000000000005,789.0000000000002,CHEVROLET,Cruze,2009,Sedan,1,Petrol,1.6,53434.00000000003,4.0,Automatic,Front,4-5,Left wheel,Black,4,0
10663.000000000007,734.0857142857145,VOLKSWAGEN,Other,2006,Sedan,1,Petrol,2.0,199999.99999999997,4.0,Tiptronic,Front,4-5,Left wheel,Black,6,1
5487.999999999996,1076.9999999999995,TOYOTA,Other,2019,Jeep,1,Petrol,2.0,78424.00000000006,4.0,Automatic,Front,4-5,Left wheel,Other,12,0
13484.999999999993,764.9999999999998,Other,Other,2015,Hatchback,0,Petrol,2.0,67825.00000000003,4.0,Automatic,Front,4-5,Left wheel,Silver,8,0
21326.00000000002,531.0000000000001,NISSAN,Other,2012,Jeep,0,Petrol,1.6,95000.00000000001,4.0,Automatic,Front,4-5,Left wheel,White,12,0
12544.000000000007,761.0000000000002,TOYOTA,Prius,2010,Hatchback,0,Hybrid,1.8,124568.00000000004,4.0,Variator,Front,4-5,Left wheel,White,9,0
10820.0,584.9999999999998,TOYOTA,Prius,2013,Hatchback,0,Hybrid,1.8,281599.9999999999,4.0,Variator,Front,4-5,Left wheel,Blue,8,0
34405.999999999985,880.0000000000003,HYUNDAI,Elantra,2018,Sedan,1,Petrol,1.6,36470.00000000002,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0
35140.000000000015,891.0000000000002,HYUNDAI,Tucson,2016,Jeep,1,Diesel,2.0,125229.99999999994,4.0,Automatic,Front,4-5,Left wheel,Black,4,0
22502.000000000004,503.00000000000006,TOYOTA,Aqua,2012,Hatchback,1,Petrol,1.5,28000.00000000002,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0
4233.999999999998,639.9999999999999,HYUNDAI,Sonata,2013,Sedan,1,Petrol,2.0,232982.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0
40769.00000000001,961.9916666666668,TOYOTA,Other,2015,Jeep,0,Petrol,2.5,60800.00000000005,4.0,Tiptronic,4x4,4-5,Left wheel,Grey,8,0
47041.999999999985,517.9999999999999,TOYOTA,Other,2016,Jeep,0,Hybrid,2.5,30401.999999999975,4.0,Variator,4x4,4-5,Left wheel,Blue,6,0
10976.000000000002,1129.0526315789477,Other,Other,2005,Jeep,1,Petrol,3.7,185000.00000000006,6.0,Tiptronic,4x4,>5,Left wheel,Silver,6,0
50766.99999999998,1172.0000000000005,FORD,Other,2011,Jeep,1,Petrol,3.5,100740.99999999991,4.0,Automatic,Front,4-5,Left wheel,Black,4,0
15648.999999999987,1024.0000000000005,HYUNDAI,H1,2010,Minivan,1,Diesel,2.5,45252.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0
2901.0000000000005,776.9999999999998,FORD,Other,2014,Sedan,1,Petrol,2.5,182963.0000000001,4.0,Automatic,Front,4-5,Left wheel,Black,12,0
106626.99999999991,1269.0000000000002,BMW,Other,2015,Jeep,1,Diesel,3.5,150000.00000000006,6.0,Tiptronic,4x4,>5,Left wheel,Black,12,1
18239.999999999985,1098.9999999999995,Other,Other,2010,Jeep,1,Diesel,2.7,145220.99999999994,4.0,Automatic,Front,4-5,Left wheel,Black,4,0
9721.999999999996,968.8750000000002,HONDA,Other,2002,Jeep,0,Petrol,2.0,167999.9999999999,4.0,Manual,4x4,4-5,Right-hand drive,Other,4,0
16935.00000000001,686.3969375736159,HYUNDAI,Elantra,2012,Sedan,0,Petrol,1.8,108000.00000000001,4.0,Automatic,Rear,4-5,Left wheel,Silver,8,0
10976.000000000002,1378.5999999999992,NISSAN,Other,2003,Jeep,0,Other,3.3,299999.99999999977,6.0,Manual,4x4,4-5,Left wheel,Silver,2,0
53314.000000000044,1064.9,Other,Other,2016,Jeep,1,Diesel,2.0,26999.999999999978,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,1
7997.0,641.9999999999998,VOLKSWAGEN,Other,2012,Sedan,0,Petrol,2.0,66098.00000000003,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12,0
16621.0,612.3999999999997,FORD,Other,2015,Sedan,0,Petrol,1.6,56199.00000000001,4.0,Automatic,Front,4-5,Left wheel,Other,12,0
18123.99999999999,706.9999999999999,HYUNDAI,Other,2011,Coupe,1,Petrol,2.0,159999.99999999997,4.0,Automatic,Front,4-5,Left wheel,Black,4,0
51745.99999999998,1326.9999999999998,TOYOTA,Camry,2018,Sedan,1,Petrol,2.5,16999.99999999999,6.0,Automatic,Front,4-5,Left wheel,Black,12,0
3762.999999999999,779.0000000000001,TOYOTA,Camry,2013,Sedan,1,Hybrid,2.5,124912.00000000001,4.0,Automatic,Front,4-5,Left wheel,White,12,0
14740.0,764.9999999999998,HYUNDAI,Sonata,2015,Sedan,1,Other,2.0,50534.00000000002,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0
16621.0,629.0000000000001,HYUNDAI,Elantra,2015,Sedan,1,Petrol,1.6,135377.99999999994,4.0,Automatic,Front,4-5,Left wheel,White,4,0
20846.000000000015,729.9999999999997,CHEVROLET,Other,2016,Jeep,1,Diesel,1.6,148101.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0
12142.999999999998,641.9999999999998,HYUNDAI,Sonata,2012,Sedan,1,Other,2.0,255800.0000000002,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0
14113.0,749.991967871486,TOYOTA,Aqua,2013,Hatchback,0,Hybrid,1.5,100000.00000000004,4.0,Variator,Front,4-5,Right-hand drive,White,6,0
17249.000000000015,761.0000000000002,TOYOTA,Prius,2010,Sedan,0,Hybrid,1.8,165000.00000000015,4.0,Automatic,Front,4-5,Left wheel,Black,12,0
706.0000000000002,489.9999999999999,HONDA,Other,2011,Hatchback,1,Hybrid,1.3,288703.99999999977,4.0,Automatic,Front,4-5,Left wheel,White,0,0
30739.999999999985,831.0000000000001,HYUNDAI,Elantra,2017,Sedan,1,Petrol,1.6,88399.99999999999,4.0,Automatic,Front,4-5,Left wheel,White,4,0
15132.000000000011,836.0000000000001,HYUNDAI,Sonata,2010,Sedan,1,Petrol,2.0,179307.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0
9565.000000000004,1058.0,TOYOTA,Other,2012,Jeep,1,Petrol,3.5,285186.0000000001,6.0,Automatic,Front,4-5,Left wheel,Grey,12,0
3762.999999999999,531.0000000000001,NISSAN,Other,2012,Jeep,1,Petrol,1.6,173576.0,4.0,Automatic,4x4,4-5,Left wheel,Other,0,0
3136.0000000000014,891.0000000000002,BMW,Other,2016,Sedan,1,Petrol,2.0,51930.00000000001,4.0,Automatic,Rear,4-5,Left wheel,Black,12,0
17876.0,584.9999999999998,NISSAN,Other,2013,Sedan,0,Petrol,1.8,134400.0,4.0,Automatic,Front,4-5,Left wheel,Other,8,0
9832.000000000002,645.0,CHEVROLET,Cruze,2011,Sedan,1,Petrol,1.8,170871.9999999999,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0
52696.00000000001,831.0000000000001,HYUNDAI,Tucson,2017,Jeep,1,Petrol,1.6,44844.00000000001,4.0,Automatic,Front,4-5,Left wheel,Black,4,0
67404.00000000006,1079.0000000000005,HYUNDAI,Sonata,2018,Sedan,1,Petrol,2.0,40808.00000000002,4.0,Automatic,Front,4-5,Left wheel,Black,4,0
29479.000000000004,584.0000000000002,MERCEDES-BENZ,Other,2014,Sedan,1,Petrol,1.8,84999.99999999996,4.0,Automatic,Rear,4-5,Left wheel,Silver,8,1
1882.0000000000002,1053.0000000000002,MERCEDES-BENZ,E 350,2014,Sedan,1,Diesel,3.5,146394.99999999994,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,0
36064.999999999985,397.0,TOYOTA,Prius,2016,Sedan,1,Hybrid,1.8,157999.99999999997,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0
23521.000000000022,781.0000000000001,TOYOTA,Camry,2012,Sedan,1,Petrol,2.5,90999.99999999991,4.0,Automatic,Front,4-5,Left wheel,Black,10,0
3762.999999999999,779.0000000000001,TOYOTA,Camry,2013,Sedan,1,Hybrid,2.5,124912.00000000001,4.0,Automatic,Front,4-5,Left wheel,White,12,0
5331.000000000004,1241.045454545455,Other,Other,2003,Other,0,Diesel,1.7,111111.00000000006,4.0,Manual,Front,2-3,Left wheel,White,2,1
2274.0,761.0000000000002,TOYOTA,Prius,2010,Hatchback,1,Hybrid,1.8,288890.99999999994,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0
2037.999999999999,1172.0000000000005,MERCEDES-BENZ,Other,2011,Jeep,1,Diesel,3.5,186542.0000000001,6.0,Automatic,4x4,4-5,Left wheel,White,12,0
4233.999999999998,1248.9999999999995,NISSAN,Other,2017,Sedan,1,Petrol,2.5,33899.0,4.0,Automatic,Rear,4-5,Left wheel,Grey,12,0
13328.000000000011,1398.9999999999998,LEXUS,Other,2010,Jeep,1,Hybrid,3.5,186005.0,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0
19444.000000000015,831.0000000000001,Other,Other,2011,Jeep,0,Petrol,2.4,140999.99999999994,4.0,Tiptronic,Front,4-5,Left wheel,Silver,16,0
16151.000000000011,781.0000000000001,CHEVROLET,Other,2018,Sedan,0,Petrol,1.4,33547.99999999998,4.0,Automatic,Front,4-5,Left wheel,Silver,8,1
45210.00000000003,877.0000000000002,HYUNDAI,Tucson,2017,Jeep,1,Diesel,1.7,16431.000000000015,4.0,Automatic,Front,4-5,Left wheel,White,4,0
14293.999999999989,641.9999999999998,CHEVROLET,Other,2012,Jeep,1,Diesel,2.0,258076.00000000017,4.0,Automatic,Front,4-5,Left wheel,White,4,0
14165.999999999993,531.0000000000001,HYUNDAI,Elantra,2012,Sedan,1,Petrol,1.6,170713.0000000001,4.0,Automatic,Front,4-5,Left wheel,White,4,0
9408.0,790.0000000000003,FORD,Other,2009,Other,0,Diesel,1.6,230000.0000000001,6.0,Manual,Front,4-5,Left wheel,Blue,0,1
783.9999999999998,394.00000000000006,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,102397.00000000001,4.0,Automatic,Front,4-5,Left wheel,Black,12,0
48873.00000000004,891.0000000000002,HYUNDAI,Sonata,2016,Sedan,1,Petrol,2.0,33555.000000000015,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0
10976.000000000002,1387.2222222222224,HONDA,Other,2006,Minivan,1,Other,3.5,280000.0,6.0,Automatic,Front,4-5,Left wheel,Grey,14,0
9251.999999999996,761.0000000000002,TOYOTA,Prius,2010,Hatchback,1,Hybrid,1.8,98768.00000000004,4.0,Automatic,Front,4-5,Left wheel,White,12,0
17249.000000000015,629.0000000000001,HYUNDAI,Other,2015,Sedan,0,Petrol,1.6,144000.0,4.0,Automatic,Front,>5,Left wheel,Grey,0,0
20385.00000000001,779.0000000000001,TOYOTA,Camry,2013,Sedan,0,Petrol,2.5,22400.0,5.0,Tiptronic,Front,4-5,Left wheel,White,8,0
12231.000000000002,753.968181818182,HONDA,FIT,2012,Hatchback,0,Hybrid,1.3,146999.99999999988,4.0,Automatic,Front,4-5,Right-hand drive,Silver,8,0
24462.0,587.148148148148,MERCEDES-BENZ,Other,2012,Sedan,1,Petrol,1.8,104999.99999999997,4.0,Automatic,Rear,4-5,Left wheel,Other,12,1
19757.00000000001,461.3188405797101,TOYOTA,Other,2012,Sedan,1,Hybrid,1.5,83199.99999999996,4.0,Automatic,Front,4-5,Left wheel,Grey,8,0
1489.9999999999993,1055.0,NISSAN,Other,2013,Sedan,1,Petrol,3.5,130876.99999999994,6.0,Automatic,Front,4-5,Left wheel,White,12,0
33822.999999999985,831.0000000000001,Other,Other,2017,Jeep,1,Petrol,1.6,80425.00000000006,4.0,Automatic,Front,4-5,Left wheel,White,4,0
626.9999999999999,1076.9999999999995,TOYOTA,Other,2019,Jeep,1,Petrol,2.0,24339.000000000022,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0
13589.000000000011,836.0000000000001,HYUNDAI,Sonata,2010,Sedan,1,Petrol,2.0,82764.00000000007,4.0,Automatic,Front,4-5,Left wheel,Black,4,0
24462.0,795.2855750487331,HYUNDAI,Sonata,2014,Sedan,1,Hybrid,2.4,104000.00000000003,4.0,Tiptronic,Front,4-5,Left wheel,Silver,6,0
53941.000000000015,891.0000000000002,MERCEDES-BENZ,Other,2016,Jeep,1,Petrol,2.0,87091.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,10,1
706.0000000000002,1646.0000000000002,LEXUS,Other,2015,Jeep,1,Petrol,4.6,102906.99999999994,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0
34904.99999999998,891.0000000000002,HYUNDAI,Tucson,2016,Jeep,1,Diesel,2.0,108781.99999999996,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0
17249.000000000015,583.0,NISSAN,Other,2011,Jeep,0,Petrol,1.6,157999.99999999997,4.0,Variator,4x4,4-5,Left wheel,Black,4,1
11289.999999999995,583.0,HYUNDAI,Other,2011,Hatchback,1,Diesel,1.6,51858.99999999997,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0
15681.000000000011,2177.0,BMW,Other,2006,Coupe,1,Petrol,3.0,46656.00000000004,6.0,Tiptronic,Rear,2-3,Left wheel,Other,10,0
5018.0,790.0000000000003,Other,Other,2009,Sedan,1,Petrol,1.6,159634.00000000012,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0
30750.000000000004,776.9999999999998,HYUNDAI,H1,2014,Minivan,1,Diesel,2.5,146216.00000000006,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0
15681.000000000011,899.9999999999998,Other,Other,2015,Sedan,0,Petrol,2.4,67999.99999999999,4.0,Tiptronic,Front,4-5,Left wheel,Grey,10,0
12139.999999999995,1047.0,HYUNDAI,Elantra,2007,Sedan,1,Petrol,1.6,176869.00000000012,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0
3699.999999999998,722.0000000000001,MERCEDES-BENZ,Other,2005,Hatchback,0,Petrol,1.5,100000.00000000004,4.0,Automatic,Front,4-5,Right-hand drive,White,5,0
44532.999999999985,1101.5405405405404,TOYOTA,Other,2017,Jeep,0,Petrol,2.0,56000.000000000044,8.0,Tiptronic,Front,4-5,Left wheel,Blue,0,0
20698.000000000007,1055.0,MERCEDES-BENZ,E 350,2013,Coupe,1,Petrol,3.5,66500.00000000006,6.0,Automatic,Rear,2-3,Left wheel,Other,12,0
783.9999999999998,394.00000000000006,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,102397.00000000001,4.0,Automatic,Front,4-5,Left wheel,Black,12,0
8153.999999999999,776.9999999999998,TOYOTA,Camry,2014,Sedan,1,Petrol,2.5,53310.00000000003,4.0,Automatic,Front,4-5,Left wheel,Black,12,0
81539.00000000003,1934.9999999999995,LEXUS,Other,2016,Jeep,1,Petrol,4.6,155976.00000000012,8.0,Automatic,4x4,4-5,Left wheel,White,0,0
24462.0,847.0727969348656,HYUNDAI,Santa FE,2010,Sedan,0,Petrol,2.4,170000.00000000012,4.0,Tiptronic,Front,4-5,Left wheel,Silver,10,0
8467.000000000005,1023.7999999999997,NISSAN,Other,2006,Sedan,0,Petrol,2.5,159999.99999999997,6.0,Automatic,Front,4-5,Left wheel,Black,6,0
18189.000000000015,697.0,VOLKSWAGEN,Other,2015,Sedan,1,Petrol,1.8,76800.00000000003,4.0,Tiptronic,Front,4-5,Left wheel,Grey,8,1
7526.999999999999,1847.9999999999998,MERCEDES-BENZ,Other,2000,Sedan,0,Diesel,2.2,379999.9999999999,4.0,Manual,Rear,4-5,Left wheel,Other,4,0
19444.000000000015,697.0,TOYOTA,Other,2015,Sedan,0,Petrol,1.8,68221.00000000003,4.0,Automatic,Front,4-5,Left wheel,White,6,0
706.0000000000002,764.9999999999998,Other,Other,2015,Sedan,1,Petrol,2.0,111285.00000000009,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0
1097.9999999999998,394.00000000000006,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,398069.00000000023,4.0,Automatic,Front,4-5,Left wheel,Black,12,0
20004.999999999985,583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,115933.99999999994,4.0,Automatic,Front,4-5,Left wheel,Black,4,0
10381.000000000005,790.0000000000003,CHEVROLET,Other,2009,Sedan,1,Petrol,1.6,131999.9999999999,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0
15681.000000000011,891.0000000000002,HYUNDAI,Sonata,2016,Sedan,1,Other,2.0,235260.99999999988,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0
11917.000000000007,531.0000000000001,HYUNDAI,Elantra,2012,Sedan,1,Petrol,1.6,130658.00000000007,4.0,Automatic,Front,4-5,Left wheel,White,4,0
20070.999999999996,1172.0000000000005,BMW,X5,2011,Jeep,1,Petrol,3.5,176079.9999999999,4.0,Tiptronic,4x4,4-5,Left wheel,Black,12,1
19415.99999999999,639.9999999999999,Other,Other,2013,Jeep,1,Diesel,2.0,154162.00000000006,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0
20385.00000000001,643.1791730474732,TOYOTA,Prius,2014,Hatchback,1,Hybrid,1.8,49000.00000000002,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0
20070.999999999996,729.9999999999997,HYUNDAI,Elantra,2016,Sedan,1,Other,1.6,27477.000000000004,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0
13961.99999999999,706.9999999999999,HYUNDAI,Santa FE,2011,Jeep,1,Diesel,2.0,240250.00000000003,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0
61470.99999999999,783.9999999999998,HONDA,Other,2017,Hatchback,1,Petrol,1.5,41018.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0
17844.000000000015,503.00000000000006,TOYOTA,Aqua,2012,Hatchback,1,Petrol,1.5,112000.00000000004,4.0,Automatic,Front,4-5,Left wheel,Other,4,0
7526.999999999999,1235.9999999999995,HONDA,FIT,2011,Sedan,0,Hybrid,1.3,122233.00000000004,4.0,Variator,Front,4-5,Right-hand drive,Blue,0,0
1097.9999999999998,394.00000000000006,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,398069.00000000023,4.0,Automatic,Front,4-5,Left wheel,Black,12,0
43905.000000000015,919.0000000000003,MERCEDES-BENZ,Other,2012,Jeep,1,Diesel,3.0,179520.00000000006,6.0,Automatic,4x4,4-5,Left wheel,Blue,8,0
20244.00000000001,638.9999999999999,Other,Other,2014,Jeep,1,Diesel,2.0,42202.00000000003,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0
9408.0,776.9999999999998,FORD,Other,2014,Other,0,Petrol,2.5,200967.99999999988,4.0,Tiptronic,Front,4-5,Left wheel,White,4,0
10958.000000000004,586.0000000000002,CHEVROLET,Cruze,2012,Sedan,1,Petrol,1.8,156779.00000000003,4.0,Automatic,Front,4-5,Left wheel,Black,4,0
21180.999999999985,706.9999999999999,HYUNDAI,Tucson,2011,Jeep,1,Diesel,2.0,113999.99999999996,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0
39829.000000000015,1810.999999999999,LEXUS,Other,2010,Jeep,1,Petrol,4.6,155821.00000000003,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0
15993.999999999996,968.8750000000002,HONDA,Other,2005,Jeep,0,Petrol,2.4,124999.9999999999,4.0,Manual,4x4,4-5,Left wheel,Black,6,0
14268.99999999999,586.0000000000002,TOYOTA,Prius,2012,Hatchback,0,Hybrid,1.8,233561.99999999983,4.0,Automatic,Front,4-5,Left wheel,Silver,8,0
3762.999999999999,639.9999999999999,FORD,Other,2013,Sedan,1,Hybrid,2.0,320553.9999999999,4.0,Automatic,Front,4-5,Left wheel,White,0,0
2999.9999999999995,920.1250000000003,VOLKSWAGEN,Other,2000,Hatchback,0,Petrol,1.4,217000.00000000012,4.0,Manual,Front,4-5,Left wheel,Blue,2,0
31581.00000000002,776.9999999999998,HYUNDAI,H1,2014,Minivan,1,Diesel,2.5,96893.00000000003,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0
23206.99999999999,643.1791730474732,TOYOTA,Prius,2013,Hatchback,0,Hybrid,1.8,71999.99999999996,4.0,Automatic,Front,4-5,Left wheel,White,12,0
6500.000000000003,1365.8333333333328,MERCEDES-BENZ,Other,2000,Sedan,0,Petrol,1.8,230000.0000000001,4.0,Manual,Rear,4-5,Left wheel,Other,2,0
131308.0000000001,1968.0,HYUNDAI,Santa FE,2019,Jeep,1,Petrol,3.8,21281.00000000002,4.0,Automatic,Front,4-5,Left wheel,White,4,0
16935.00000000001,1480.9999999999995,BMW,X5,2017,Jeep,1,Petrol,3.0,81657.99999999999,6.0,Automatic,4x4,4-5,Left wheel,White,12,0
15681.000000000011,1810.999999999999,LEXUS,Other,2010,Jeep,1,Petrol,4.6,275239.9999999998,8.0,Automatic,4x4,4-5,Left wheel,Silver,0,0
20635.99999999999,639.9999999999999,HYUNDAI,Tucson,2013,Jeep,1,Diesel,2.0,64259.00000000004,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0
25402.0,751.0000000000001,Other,Other,2013,Jeep,0,Petrol,2.4,208076.99999999985,4.0,Automatic,Front,4-5,Left wheel,Silver,7,0
19914.000000000004,891.0000000000002,HYUNDAI,Sonata,2016,Sedan,1,Other,2.0,410883.9999999998,4.0,Automatic,Front,4-5,Left wheel,White,4,0
21953.000000000007,891.0000000000002,HYUNDAI,Other,2016,Sedan,1,Petrol,2.0,17600.00000000001,4.0,Tiptronic,Front,4-5,Left wheel,Black,6,0
10976.000000000002,939.8823529411762,TOYOTA,Other,2007,Sedan,0,Petrol,1.3,83000.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,4,0
16621.0,1172.0000000000005,MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,3.5,119379.00000000001,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0
14740.0,586.0000000000002,HYUNDAI,Elantra,2012,Sedan,1,Petrol,1.8,86999.99999999994,4.0,Automatic,Front,4-5,Left wheel,Silver,8,0
11604.000000000005,2040.0000000000002,NISSAN,Other,2002,Jeep,0,Petrol,2.0,134999.99999999997,4.0,Automatic,4x4,4-5,Left wheel,Other,2,0
10035.999999999996,1157.1428571428569,Other,Other,2001,Hatchback,0,Petrol,1.6,146999.99999999988,4.0,Manual,Front,4-5,Left wheel,Silver,4,0
10506.00000000001,648.9999999999999,HONDA,Other,2010,Hatchback,0,Petrol,1.5,164800.00000000006,4.0,Automatic,Front,4-5,Left wheel,Silver,8,0
9346.000000000007,761.0000000000002,TOYOTA,Prius,2010,Hatchback,1,Hybrid,1.8,225999.9999999998,4.0,Automatic,Front,4-5,Left wheel,Blue,8,0
7213.000000000005,1172.0000000000005,TOYOTA,Other,2011,Sedan,1,Petrol,3.5,210538.0,6.0,Automatic,Front,4-5,Left wheel,White,12,0
40092.000000000015,729.9999999999997,Other,Other,2016,Jeep,1,Diesel,1.6,82658.00000000006,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0
25089.00000000002,958.5942028985504,CHEVROLET,Other,2014,Jeep,1,Petrol,3.0,103000.00000000001,6.0,Automatic,4x4,4-5,Left wheel,Silver,6,0
5331.000000000004,2078.0000000000005,BMW,Other,2000,Sedan,1,Petrol,2.5,299999.99999999977,6.0,Manual,Rear,4-5,Left wheel,Black,9,0
5644.999999999995,1458.666666666667,BMW,Other,2010,Coupe,1,Petrol,3.0,177999.99999999994,6.0,Tiptronic,Rear,2-3,Left wheel,Black,6,1
14113.0,649.9999999999998,CHEVROLET,Other,2016,Sedan,0,Petrol,1.4,79000.00000000006,4.0,Tiptronic,Front,4-5,Left wheel,White,12,1
51525.999999999956,1016.9999999999999,HYUNDAI,Santa FE,2017,Jeep,1,Diesel,2.0,119986.00000000009,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0
22265.99999999999,643.1791730474732,TOYOTA,Prius,2012,Hatchback,0,Hybrid,1.8,58999.99999999997,4.0,Variator,Front,4-5,Left wheel,Black,12,0
9095.000000000005,475.00000000000017,CHEVROLET,Other,2012,Sedan,1,Other,1.4,107169.00000000007,4.0,Automatic,Front,4-5,Left wheel,Black,8,0
861.9999999999998,446.9999999999999,HONDA,Other,2013,Hatchback,1,Hybrid,1.3,143597.00000000003,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0
941.0,1055.0,LEXUS,Other,2013,Jeep,1,Hybrid,3.5,361602.99999999994,6.0,Automatic,Front,4-5,Left wheel,Black,12,0
5331.000000000004,1287.9999999999995,CHEVROLET,Other,2007,Jeep,1,Diesel,2.0,50411.999999999956,4.0,Automatic,Front,4-5,Left wheel,White,4,0
6272.0000000000055,762.0397350993378,HONDA,Other,2000,Hatchback,0,Petrol,1.5,271999.9999999999,4.0,Manual,Front,2-3,Left wheel,Other,2,0
9656.000000000005,308.0000000000001,HONDA,FIT,2015,Hatchback,1,Hybrid,1.5,152203.00000000006,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0
1567.9999999999995,1493.0000000000002,MERCEDES-BENZ,E 350,2016,Sedan,1,Diesel,3.5,77204.99999999999,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,0
