Unnamed: 0,levy,manufacturer,year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,turbo,price
3300,585.0,Toyota,2013,Hatchback,1,Hybrid,1.8,74838,4.0,Automatic,Front,4-5,Left wheel,White,12,0,3450
3301,730.0,Ssangyong,2016,Jeep,1,Diesel,1.6,43300,4.0,Automatic,Front,4-5,Left wheel,White,4,0,43868
3306,961.0,Chevrolet,2009,Jeep,1,Diesel,2.0,74594,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,6429
3307,640.0,Hyundai,2013,Sedan,1,Other,2.0,102788,4.0,Automatic,Front,4-5,Left wheel,White,4,0,9252
3308,528.0,Hyundai,2014,Sedan,1,Petrol,1.6,147957,4.0,Automatic,Front,4-5,Left wheel,White,4,0,25889
3311,638.0,Kia,2014,Sedan,1,Petrol,2.0,38878,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,16151
3312,1347.0,Hyundai,2008,Minivan,1,Diesel,2.5,134955,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,24860
3322,645.0,Toyota,2011,Hatchback,1,Hybrid,1.8,230939,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,251
3327,707.0,Ssangyong,2011,Jeep,1,Diesel,2.0,162977,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,24123
3329,1185.0,Ford,2009,Jeep,1,Hybrid,2.5,196682,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,188
3333,639.0,Kia,2014,Sedan,1,Petrol,2.0,89526,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,1882
3334,765.0,Hyundai,2015,Jeep,1,Diesel,2.0,99000,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,39559
3335,574.0,Honda,2010,Sedan,1,Hybrid,1.3,264132,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,470
3339,1185.0,Ford,2009,Jeep,1,Hybrid,2.5,193614,4.0,Automatic,Front,4-5,Left wheel,White,0,0,220
3340,765.0,Ssangyong,2015,Jeep,1,Diesel,2.0,59077,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,45633
3343,862.0,Toyota,2011,Sedan,1,Petrol,2.5,165222,4.0,Automatic,Front,4-5,Left wheel,Black,8,0,15681
3344,730.0,Ssangyong,2016,Jeep,1,Diesel,1.6,97181,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,39797
3346,531.0,Chevrolet,2012,Hatchback,1,Petrol,1.6,46000,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,13297
3347,1537.0,Hyundai,2009,Sedan,1,Petrol,3.3,159747,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,12231
3349,764.0,Kia,2016,Sedan,1,Diesel,1.7,30177,4.0,Automatic,Front,4-5,Left wheel,White,4,0,35908
3351,353.0,Toyota,2015,Jeep,1,Hybrid,1.8,104795,4.0,Automatic,Front,4-5,Left wheel,White,12,0,2038
3352,609.0,Toyota,2018,Sedan,1,Hybrid,2.5,127515,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,9722
3353,530.0,Hyundai,2013,Sedan,1,Petrol,1.6,94415,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,26475
3356,642.0,Ford,2012,Hatchback,1,Petrol,2.0,155607,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,16935
3358,836.0,Hyundai,2010,Sedan,1,Petrol,2.0,152566,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,15850
3361,642.0,Ford,2012,Sedan,1,Petrol,2.0,121000,4.0,Automatic,Front,4-5,Left wheel,Black,10,0,10976
3364,836.0,Hyundai,2010,Sedan,1,Petrol,2.0,170000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,14069
3366,501.0,Toyota,2014,Sedan,1,Petrol,1.5,51000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,38975
3367,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,189216,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,706
3369,697.0,Hyundai,2015,Sedan,1,Petrol,1.8,96000,4.0,Tiptronic,Front,4-5,Left wheel,Silver,16,0,19444
3370,891.0,Hyundai,2016,Jeep,1,Diesel,2.0,175089,4.0,Automatic,Front,4-5,Left wheel,White,4,0,40390
3379,640.0,Other,2013,Sedan,1,Petrol,2.0,105523,4.0,Automatic,4x4,4-5,Left wheel,Blue,0,0,5645
3381,441.0,Hyundai,2015,Sedan,1,Hybrid,2.4,229192,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,3607
3387,259.0,Chevrolet,2014,Hatchback,1,Hybrid,1.4,110958,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,220
3388,753.0,Hyundai,2012,Sedan,1,Hybrid,2.4,123862,4.0,Automatic,Front,4-5,Left wheel,White,12,0,4234
3389,810.0,Toyota,2016,Sedan,1,Petrol,1.8,155942,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,3920
3390,528.0,Hyundai,2014,Sedan,1,Petrol,1.6,179664,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,18500
3393,1091.0,Other,2016,Sedan,1,Petrol,2.5,116786,4.0,Automatic,Rear,4-5,Left wheel,Black,12,0,8781
3394,862.0,Toyota,2011,Jeep,1,Petrol,2.5,198400,4.0,Automatic,4x4,4-5,Left wheel,Other,8,0,23207
3395,531.0,Hyundai,2012,Hatchback,1,Diesel,1.6,151136,4.0,Automatic,Front,4-5,Left wheel,White,4,0,17346
3399,501.0,Toyota,2014,Hatchback,1,Petrol,1.5,42000,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,30906
3403,645.0,Lexus,2011,Hatchback,1,Hybrid,1.8,228610,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,4077
3404,831.0,Ssangyong,2017,Jeep,1,Petrol,1.6,60013,4.0,Automatic,Front,4-5,Left wheel,White,4,0,42987
3406,877.0,Hyundai,2017,Jeep,1,Diesel,1.7,50380,4.0,Automatic,Front,4-5,Left wheel,White,4,0,30712
3409,880.0,Hyundai,2018,Sedan,1,Petrol,1.6,41523,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,33076
3410,730.0,Hyundai,2016,Sedan,1,Other,1.6,33091,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,18503
3413,518.0,Toyota,2016,Jeep,1,Hybrid,2.5,74053,4.0,Automatic,4x4,4-5,Left wheel,Blue,12,0,549
3415,441.0,Hyundai,2015,Sedan,1,Hybrid,2.4,135730,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,470
3416,1017.0,Mercedes-Benz,2017,Jeep,1,Petrol,2.0,46413,4.0,Automatic,4x4,4-5,Left wheel,Blue,0,0,314
3418,986.0,Other,2010,Sedan,1,Petrol,2.4,203061,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,2979
3419,891.0,Hyundai,2016,Jeep,1,Diesel,2.0,99821,4.0,Automatic,Front,4-5,Left wheel,White,4,0,35902
3421,761.0,Chevrolet,2010,Sedan,1,Petrol,1.8,153966,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,11676
3424,761.0,Toyota,2010,Jeep,1,Hybrid,1.8,221760,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,706
3426,382.0,Ford,2015,Sedan,1,Hybrid,2.0,100747,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,10036
3433,1077.0,Honda,2019,Sedan,1,Petrol,2.0,2927,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,34635
3438,781.0,Other,2012,Sedan,1,Petrol,2.5,160000,4.0,Automatic,Rear,4-5,Left wheel,Blue,0,0,13485
3439,789.0,Chevrolet,2009,Sedan,1,Petrol,1.6,75996,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,6586
3440,836.0,Hyundai,2010,Sedan,1,Petrol,2.0,185120,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15132
3442,642.0,Hyundai,2012,Sedan,1,Petrol,2.0,187794,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,15850
3443,617.0,Chevrolet,2009,Sedan,1,Petrol,1.2,73816,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,6269
3444,583.0,Hyundai,2011,Sedan,1,Petrol,1.6,94910,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,20266
3445,753.0,Hyundai,2012,Sedan,1,Hybrid,2.4,226814,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,282
3447,1017.0,Kia,2017,Sedan,1,Petrol,2.0,11971,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,1019
3449,753.0,Kia,2012,Sedan,1,Hybrid,2.4,119700,4.0,Tiptronic,Front,4-5,Left wheel,White,10,0,18817
3450,1079.0,Kia,2018,Sedan,1,Petrol,2.0,91283,4.0,Automatic,Front,4-5,Left wheel,White,12,0,549
3453,836.0,Hyundai,2010,Sedan,1,Petrol,2.0,171734,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,14454
3454,502.0,Toyota,2013,Hatchback,1,Hybrid,1.5,143686,4.0,Automatic,Front,4-5,Left wheel,White,4,0,6611
3455,781.0,Toyota,2012,Jeep,1,Petrol,2.5,157232,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,7527
3456,640.0,Ford,2013,Sedan,1,Hybrid,2.0,215965,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,392
3461,934.0,Other,2015,Jeep,1,Petrol,2.5,90392,4.0,Automatic,4x4,4-5,Left wheel,White,0,0,6899
3463,781.0,Toyota,2012,Sedan,1,Petrol,2.5,101000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,8,0,21012
3466,1024.0,Hyundai,2010,Minivan,1,Diesel,2.5,92336,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,21009
3470,1172.0,Lexus,2011,Sedan,1,Petrol,3.5,63905,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,39026
3476,640.0,Ford,2013,Sedan,1,Hybrid,2.0,320554,4.0,Automatic,Front,4-5,Left wheel,White,0,0,4077
3481,642.0,Other,2012,Sedan,1,Diesel,2.0,150285,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,2117
3484,353.0,Toyota,2015,Hatchback,1,Hybrid,1.8,134835,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,1176
3497,640.0,Other,2013,Sedan,1,Petrol,2.0,193504,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,1411
3499,751.0,Kia,2013,Sedan,1,Petrol,2.4,180800,4.0,Automatic,Front,4-5,Left wheel,White,4,0,11604
3501,607.0,Toyota,2019,Sedan,1,Hybrid,2.5,39552,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,251
3507,833.0,Chevrolet,2015,Jeep,1,Diesel,2.2,69320,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,27174
3509,503.0,Honda,2012,Sedan,1,Hybrid,1.5,142000,4.0,Automatic,Front,4-5,Left wheel,White,8,0,14113
3510,777.0,Toyota,2014,Sedan,1,Petrol,2.5,29800,4.0,Automatic,Front,4-5,Left wheel,White,6,0,22580
3512,626.0,Kia,2015,Sedan,1,Petrol,1.6,41250,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,20918
3513,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,214098,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,4077
3517,642.0,Other,2012,Jeep,1,Petrol,2.0,340106,4.0,Automatic,4x4,4-5,Left wheel,White,0,0,470
3521,640.0,Chevrolet,2013,Sedan,1,Diesel,2.0,163855,4.0,Automatic,Front,4-5,Left wheel,White,4,0,18519
3523,574.0,Honda,2010,Hatchback,1,Hybrid,1.3,187312,4.0,Automatic,Front,4-5,Left wheel,Blue,0,0,1098
3524,585.0,Chevrolet,2013,Sedan,1,Petrol,1.8,137538,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,13877
3527,707.0,Hyundai,2011,Sedan,1,Other,2.0,85419,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7056
3528,730.0,Ssangyong,2016,Jeep,1,Diesel,1.6,40598,4.0,Automatic,Front,4-5,Left wheel,White,4,0,21790
3531,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,132967,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,13476
3533,1016.0,Chevrolet,2017,Jeep,1,Petrol,2.0,48432,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,22266
3534,397.0,Lexus,2016,Hatchback,1,Hybrid,1.8,71904,4.0,Automatic,Front,4-5,Left wheel,White,0,0,6743
3537,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,314373,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,392
3542,584.0,Hyundai,2014,Sedan,1,Petrol,1.8,149000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,10,0,15681
3544,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,225510,4.0,Automatic,Front,4-5,Left wheel,White,12,0,941
3545,891.0,Ford,2016,Sedan,1,Petrol,2.0,50195,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,549
3546,1017.0,Hyundai,2017,Sedan,1,Petrol,2.0,13148,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,42987
3550,730.0,Chevrolet,2016,Jeep,1,Diesel,1.6,51287,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,27093
3551,585.0,Toyota,2013,Sedan,1,Hybrid,1.8,268800,4.0,Automatic,Front,4-5,Left wheel,Black,10,0,17719
3553,761.0,Toyota,2010,Sedan,1,Hybrid,1.8,319301,4.0,Automatic,Front,4-5,Left wheel,White,12,0,4704
3555,765.0,Chevrolet,2015,Jeep,1,Diesel,2.0,30000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,23678
3557,639.0,Hyundai,2014,Jeep,1,Diesel,2.0,120871,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,40983
3559,1202.0,Kia,2017,Jeep,1,Petrol,2.4,63803,4.0,Automatic,Front,4-5,Left wheel,White,12,0,5018
3560,400.0,Chevrolet,2018,Sedan,1,Hybrid,1.5,43128,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,941
3561,777.0,Toyota,2014,Sedan,1,Petrol,2.5,254230,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,1098
3563,779.0,Toyota,2013,Sedan,1,Petrol,2.5,78670,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,392
3565,595.0,Toyota,2015,Hatchback,1,Petrol,1.5,43578,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,39615
3566,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,190549,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,5018
3567,333.0,Ford,2014,Sedan,1,Hybrid,2.0,186048,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,157
3568,1273.0,Ssangyong,2009,Jeep,1,Diesel,2.7,60227,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,9252
3569,779.0,Toyota,2013,Sedan,1,Petrol,2.5,78082,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,21953
3573,528.0,Hyundai,2014,Sedan,1,Diesel,1.6,142495,4.0,Automatic,Front,4-5,Left wheel,White,4,0,19130
3574,456.0,Toyota,2015,Sedan,1,Hybrid,2.5,14004,4.0,Automatic,Front,4-5,Left wheel,Black,8,0,21326
3580,1091.0,Toyota,2016,Sedan,1,Petrol,2.5,54400,4.0,Automatic,Front,4-5,Left wheel,Black,8,0,31361
3582,1017.0,Hyundai,2017,Sedan,1,Petrol,2.0,115974,4.0,Automatic,Front,4-5,Left wheel,White,12,0,4547
3583,746.0,Toyota,2009,Sedan,1,Hybrid,1.5,142426,4.0,Automatic,Front,4-5,Left wheel,White,12,0,1882
3584,831.0,Ssangyong,2017,Jeep,1,Diesel,1.6,33216,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,41811
3586,891.0,Hyundai,2016,Jeep,1,Diesel,2.0,136027,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,37000
3588,1091.0,Toyota,2016,Sedan,1,Petrol,2.5,70066,4.0,Automatic,Front,4-5,Left wheel,White,12,0,10349
3592,382.0,Hyundai,2014,Sedan,1,Hybrid,2.4,76000,4.0,Automatic,Front,4-5,Left wheel,Black,7,0,22894
3594,707.0,Hyundai,2011,Sedan,1,Other,2.0,61208,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7056
3595,730.0,Hyundai,2016,Sedan,1,Petrol,1.6,63276,4.0,Automatic,Front,4-5,Left wheel,White,4,0,25889
3597,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,104997,4.0,Automatic,Front,4-5,Left wheel,White,4,0,20005
3600,1285.0,Chevrolet,2007,Jeep,1,Diesel,2.0,52699,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,4359
3602,880.0,Ssangyong,2018,Jeep,1,Diesel,1.6,200401,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,43868
3609,779.0,Other,2013,Jeep,1,Petrol,2.5,263459,4.0,Automatic,4x4,4-5,Left wheel,Blue,0,0,7527
3612,836.0,Hyundai,2010,Jeep,1,Diesel,2.0,166320,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,22649
3613,640.0,Hyundai,2013,Jeep,1,Diesel,2.0,95000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,40983
3614,1099.0,Ssangyong,2010,Jeep,1,Diesel,2.7,181385,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,19416
3620,751.0,Hyundai,2013,Sedan,1,Petrol,2.4,191848,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,2979
3621,642.0,Chevrolet,2012,Jeep,1,Diesel,2.0,132043,4.0,Automatic,Front,4-5,Left wheel,White,4,0,23207
3630,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,10349
3632,583.0,Hyundai,2011,Sedan,1,Petrol,1.6,94479,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,20005
3634,777.0,Toyota,2014,Jeep,1,Petrol,2.5,168661,4.0,Automatic,Front,4-5,Left wheel,White,12,0,392
3635,751.0,Hyundai,2013,Sedan,1,Petrol,2.4,52528,4.0,Automatic,Front,4-5,Left wheel,Blue,0,0,15053
3637,639.0,Hyundai,2014,Jeep,1,Diesel,2.0,191980,4.0,Automatic,Front,4-5,Left wheel,White,4,0,25264
3638,831.0,Toyota,2018,Sedan,1,Petrol,1.5,20549,4.0,Automatic,Front,4-5,Left wheel,Grey,10,0,21012
3640,753.0,Hyundai,2012,Sedan,1,Hybrid,2.4,259934,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,4077
3646,911.0,Hyundai,2010,Jeep,1,Diesel,2.2,115505,4.0,Automatic,Front,4-5,Left wheel,White,4,0,23734
3647,531.0,Hyundai,2012,Hatchback,1,Petrol,1.6,104509,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,1725
3648,585.0,Lexus,2013,Hatchback,1,Hybrid,1.8,0,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,1019
3651,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,128000,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,24433
3656,640.0,Ssangyong,2013,Jeep,1,Diesel,2.0,95430,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,34419
3664,640.0,Hyundai,2013,Jeep,1,Diesel,2.0,166762,4.0,Automatic,Front,4-5,Left wheel,White,4,0,23932
3665,777.0,Ford,2014,Sedan,1,Petrol,2.5,284880,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,1098
3674,980.0,Nissan,2018,Sedan,1,Petrol,1.8,11469,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,1490
3676,723.0,Kia,2016,Sedan,1,Diesel,1.6,28647,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,18660
3678,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,119765,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,1568
3679,836.0,Ssangyong,2010,Sedan,1,Diesel,2.0,199868,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,12306
3680,730.0,Ssangyong,2016,Jeep,1,Petrol,1.6,77000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,41281
3681,642.0,Hyundai,2012,Jeep,1,Diesel,2.0,120950,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,28830
3682,645.0,Toyota,2011,Sedan,1,Hybrid,1.8,178000,4.0,Variator,Front,4-5,Left wheel,Grey,6,0,18817
3694,891.0,Hyundai,2016,Sedan,1,Other,2.0,310064,4.0,Automatic,Front,4-5,Left wheel,White,4,0,16308
3700,810.0,Other,2016,Sedan,1,Petrol,1.8,89525,4.0,Automatic,Front,4-5,Left wheel,White,12,0,1725
3701,639.0,Hyundai,2014,Jeep,1,Diesel,2.0,52197,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,24932
3703,382.0,Chevrolet,2017,Hatchback,1,Hybrid,1.5,102379,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,627
3710,751.0,Kia,2013,Sedan,1,Petrol,2.4,130000,4.0,Tiptronic,Front,4-5,Left wheel,White,10,0,17562
3711,1185.0,Hyundai,2009,Minivan,1,Diesel,2.5,74121,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,15994
3712,531.0,Hyundai,2012,Sedan,1,Diesel,1.6,169486,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,12720
3714,831.0,Ssangyong,2017,Jeep,1,Diesel,1.6,29308,4.0,Automatic,Front,4-5,Left wheel,White,4,0,42692
3716,528.0,Hyundai,2014,Sedan,1,Diesel,1.6,133480,4.0,Automatic,Front,4-5,Left wheel,White,4,0,24709
3717,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,228717,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,2430
3720,1017.0,Hyundai,2017,Sedan,1,Petrol,2.0,87810,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,45044
3723,640.0,Ford,2013,Sedan,1,Hybrid,2.0,126000,4.0,Variator,Front,4-5,Left wheel,Grey,4,0,28225
3725,642.0,Ssangyong,2012,Jeep,1,Diesel,2.0,142014,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15850
3729,753.0,Hyundai,2012,Sedan,1,Hybrid,2.4,116000,4.0,Automatic,Front,4-5,Left wheel,White,8,0,11917
3730,934.0,Other,2015,Sedan,1,Petrol,2.5,142800,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,1176
3732,583.0,Hyundai,2011,Sedan,1,Petrol,1.6,106616,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,20005
3739,1327.0,Other,2018,Jeep,1,Petrol,2.5,67066,4.0,Automatic,Front,4-5,Left wheel,White,12,0,3136
3740,639.0,Other,2014,Sedan,1,Petrol,2.0,142211,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,10506
3746,749.0,Hyundai,2014,Sedan,1,Petrol,2.4,274981,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,157
3749,834.0,Toyota,2013,Jeep,1,Petrol,2.7,177894,4.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,941
3750,779.0,Toyota,2013,Sedan,1,Petrol,2.5,47000,4.0,Automatic,Front,4-5,Left wheel,White,8,0,22580
3754,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,149935,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,14454
3756,751.0,Hyundai,2013,Sedan,1,Petrol,2.4,111930,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,4077
3759,607.0,Toyota,2019,Sedan,1,Hybrid,2.5,9626,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,3450
3760,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,80861,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15423
3762,586.0,Hyundai,2012,Sedan,1,Petrol,1.8,236800,4.0,Automatic,Front,4-5,Left wheel,Black,6,0,15681
3767,640.0,Chevrolet,2013,Jeep,1,Diesel,2.0,151522,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,20814
3768,1017.0,Mercedes-Benz,2017,Sedan,1,Petrol,2.0,26802,4.0,Automatic,Rear,4-5,Left wheel,Black,12,0,314
3769,891.0,Hyundai,2016,Sedan,1,Other,2.0,195432,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15681
3770,640.0,Ford,2013,Sedan,1,Hybrid,2.0,294016,4.0,Automatic,Front,4-5,Left wheel,White,12,0,941
3777,765.0,Hyundai,2015,Jeep,1,Diesel,2.0,115459,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,45436
3778,531.0,Nissan,2012,Jeep,1,Petrol,1.6,167405,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,8781
3779,836.0,Hyundai,2010,Other,1,Petrol,2.0,115363,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,15285
3780,1017.0,Mercedes-Benz,2017,Sedan,1,Petrol,2.0,26802,4.0,Automatic,Rear,4-5,Left wheel,Black,12,0,314
3784,639.0,Ssangyong,2014,Jeep,1,Diesel,2.0,117527,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,32935
3785,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,273500,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,25763
3789,441.0,Hyundai,2015,Sedan,1,Hybrid,2.4,135730,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,470
3790,530.0,Nissan,2013,Jeep,1,Petrol,1.6,0,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,7213
3796,707.0,Kia,2011,Sedan,1,Petrol,2.0,48656,4.0,Automatic,Front,4-5,Left wheel,White,4,0,12074
3797,707.0,Hyundai,2011,Sedan,1,Petrol,2.0,91678,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,13495
3800,639.0,Chevrolet,2014,Sedan,1,Petrol,2.0,145783,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,19933
3801,749.0,Hyundai,2014,Jeep,1,Petrol,2.4,127200,4.0,Automatic,4x4,4-5,Left wheel,Black,8,0,34497
3802,363.0,Chevrolet,2014,Hatchback,1,Petrol,1.0,169617,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,8097
3807,836.0,Hyundai,2010,Sedan,1,Petrol,2.0,211075,4.0,Automatic,Front,4-5,Left wheel,White,4,0,16894
3810,749.0,Other,2014,Sedan,1,Petrol,2.4,49384,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,6743
3822,640.0,Chevrolet,2013,Sedan,1,Petrol,2.0,101124,4.0,Automatic,Front,4-5,Left wheel,White,4,0,21103
3825,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,156518,4.0,Automatic,Front,4-5,Left wheel,White,12,0,3607
3826,880.0,Hyundai,2018,Sedan,1,Other,1.6,47181,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,36137
3827,640.0,Hyundai,2013,Sedan,1,Petrol,2.0,211214,4.0,Automatic,Front,4-5,Left wheel,White,12,0,862
3833,308.0,Toyota,2014,Hatchback,1,Hybrid,1.8,270410,4.0,Automatic,Front,4-5,Left wheel,White,12,0,941
3835,730.0,Hyundai,2016,Sedan,1,Petrol,1.6,72507,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,20071
3838,353.0,Lexus,2015,Hatchback,1,Hybrid,1.8,0,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,31
3841,584.0,Hyundai,2014,Sedan,1,Petrol,1.8,0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,1254
3842,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,52418,4.0,Automatic,Front,4-5,Left wheel,White,4,0,18240
