Unnamed: 0,levy,manufacturer,year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,turbo,price
5326,1024.0,Hyundai,2010,Minivan,1,Diesel,2.5,82111,4.0,Automatic,Front,4-5,Left wheel,White,4,0,19441
17750,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,159379,4.0,Automatic,Front,4-5,Left wheel,White,12,0,3136
5878,640.0,Ssangyong,2013,Jeep,1,Diesel,2.0,126116,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,36808
10884,707.0,Ssangyong,2011,Jeep,1,Diesel,2.0,130663,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,19278
12201,456.0,Toyota,2015,Sedan,1,Hybrid,2.5,89000,4.0,Automatic,Front,4-5,Left wheel,White,12,0,34497
2828,456.0,Toyota,2015,Sedan,1,Hybrid,2.5,0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,40769
7999,640.0,Other,2013,Sedan,1,Petrol,2.0,157584,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,282
10927,1266.0,Honda,2014,Hatchback,1,Hybrid,1.5,60000,4.0,Automatic,Front,4-5,Right-hand drive,White,4,0,13172
14163,911.0,Kia,2010,Jeep,1,Diesel,2.2,74000,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,16308
18953,585.0,Toyota,2013,Sedan,1,Hybrid,1.8,114526,4.0,Automatic,Front,4-5,Left wheel,White,12,0,392
18101,531.0,Nissan,2012,Jeep,1,Petrol,1.6,61018,4.0,Automatic,4x4,4-5,Left wheel,White,0,0,314
7894,781.0,Hyundai,2012,Minivan,1,Diesel,2.5,52600,4.0,Automatic,Front,4-5,Left wheel,White,4,0,17719
12199,639.0,Hyundai,2014,Hatchback,1,Petrol,2.0,104000,4.0,Automatic,Front,4-5,Left wheel,Other,8,0,17876
12963,1091.0,Hyundai,2016,Universal,1,Diesel,2.5,61057,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,45734
9281,353.0,Toyota,2015,Jeep,1,Hybrid,1.8,104795,4.0,Automatic,Front,4-5,Left wheel,White,12,0,2038
6604,831.0,Toyota,2011,Sedan,1,Hybrid,2.4,248178,4.0,Tiptronic,Front,4-5,Left wheel,White,10,0,9408
18836,761.0,Other,2010,Sedan,1,Petrol,1.8,52584,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7260
14701,836.0,Hyundai,2010,Jeep,1,Diesel,2.0,182000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,21953
1564,308.0,Toyota,2014,Jeep,1,Hybrid,1.8,339710,4.0,Automatic,Front,4-5,Left wheel,White,12,0,14113
17906,474.0,Chevrolet,2013,Hatchback,1,Other,1.4,91000,4.0,Variator,Front,4-5,Left wheel,Grey,10,0,25716
8438,707.0,Chevrolet,2011,Sedan,1,Diesel,2.0,52715,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,9261
15730,753.0,Other,2012,Jeep,1,Petrol,2.4,88000,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,32305
10790,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,97132,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,12880
11289,502.0,Honda,2013,Sedan,1,Hybrid,1.5,95822,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,627
4538,562.0,Other,2015,Other,1,Petrol,1.4,75200,4.0,Tiptronic,Front,2-3,Left wheel,White,8,0,11917
17274,770.0,Hyundai,2016,Jeep,1,Diesel,1.7,98841,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,42883
5802,836.0,Hyundai,2010,Other,1,Petrol,2.0,191263,4.0,Automatic,Front,4-5,Left wheel,White,4,0,16756
9226,730.0,Chevrolet,2016,Jeep,1,Diesel,1.6,128495,4.0,Automatic,Front,4-5,Left wheel,White,4,0,23389
8091,583.0,Hyundai,2011,Sedan,1,Petrol,1.6,125062,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,20266
5614,1327.0,Other,2018,Sedan,1,Petrol,2.5,0,4.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,1882
3507,833.0,Chevrolet,2015,Jeep,1,Diesel,2.2,69320,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,27174
19073,891.0,Lexus,2016,Sedan,1,Petrol,2.0,68286,4.0,Automatic,Rear,4-5,Left wheel,Grey,12,0,627
14388,640.0,Other,2013,Sedan,1,Petrol,2.0,157584,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,21012
14484,1017.0,Chevrolet,2017,Other,1,Petrol,2.0,73842,4.0,Automatic,Rear,2-3,Left wheel,Other,12,0,12231
2470,777.0,Toyota,2014,Sedan,1,Petrol,2.5,88000,4.0,Tiptronic,Front,4-5,Left wheel,Black,11,0,23521
15277,502.0,Toyota,2013,Hatchback,1,Petrol,1.5,123700,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,15530
3936,862.0,Toyota,2011,Jeep,1,Petrol,2.5,193754,4.0,Automatic,4x4,4-5,Left wheel,Blue,12,0,392
7386,1024.0,Toyota,2010,Jeep,1,Petrol,2.5,109534,4.0,Tiptronic,4x4,4-5,Left wheel,White,10,0,23521
19136,1249.0,Hyundai,2017,Universal,1,Diesel,2.5,146644,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,41811
9105,836.0,Hyundai,2010,Jeep,1,Diesel,2.0,221000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,23138
2918,753.0,Kia,2012,Sedan,1,Hybrid,2.4,100000,4.0,Automatic,Front,4-5,Left wheel,Black,8,0,20071
16461,642.0,Chevrolet,2012,Jeep,1,Diesel,2.0,110776,4.0,Automatic,Front,4-5,Left wheel,White,4,0,23828
9355,639.0,Hyundai,2014,Sedan,1,Other,2.0,275877,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,11604
15870,1277.0,Kia,2018,Jeep,1,Petrol,2.4,57618,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,3293
18314,1249.0,Toyota,2017,Sedan,1,Petrol,2.5,63837,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,13799
17359,642.0,Hyundai,2012,Jeep,1,Diesel,2.0,180200,4.0,Automatic,Front,4-5,Left wheel,White,4,0,20237
1060,1017.0,Hyundai,2017,Sedan,1,Petrol,2.0,115974,4.0,Automatic,Front,4-5,Left wheel,White,12,0,4547
14007,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,169600,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,22894
1455,528.0,Ford,2014,Sedan,1,Petrol,1.6,126715,4.0,Automatic,Front,4-5,Left wheel,White,12,0,549
3215,765.0,Hyundai,2015,Jeep,1,Diesel,2.0,129254,4.0,Automatic,Front,4-5,Left wheel,White,4,0,39559
358,765.0,Chevrolet,2015,Sedan,1,Diesel,2.0,60618,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,24302
3904,609.0,Toyota,2018,Sedan,1,Hybrid,2.5,35058,4.0,Automatic,Front,4-5,Left wheel,White,12,0,18817
6491,777.0,Toyota,2014,Sedan,1,Petrol,2.5,53310,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,8154
18482,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,208284,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,31414
5227,1091.0,Toyota,2016,Sedan,1,Petrol,2.5,151443,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,13172
3141,585.0,Lexus,2013,Hatchback,1,Hybrid,1.8,125000,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,23521
6389,769.0,Chevrolet,2011,Jeep,1,Petrol,2.2,126765,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,1019
4561,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,154154,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,32910
1276,707.0,Hyundai,2011,Other,1,Petrol,2.0,160000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,18124
6388,475.0,Chevrolet,2012,Jeep,1,Hybrid,1.4,188419,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,627
18822,441.0,Hyundai,2015,Sedan,1,Hybrid,2.4,77830,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,4861
9507,891.0,Hyundai,2016,Jeep,1,Diesel,2.0,180000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,38445
1868,790.0,Other,2009,Sedan,1,Petrol,1.6,159634,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,4180
13969,781.0,Chevrolet,2018,Sedan,1,Petrol,1.4,95219,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,1568
10127,527.0,Honda,2015,Hatchback,1,Petrol,1.3,137533,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,13203
3917,642.0,Ssangyong,2012,Jeep,1,Diesel,2.0,143265,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,21357
6743,836.0,Hyundai,2010,Jeep,1,Diesel,2.0,127105,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,25889
3967,595.0,Honda,2015,Hatchback,1,Petrol,1.5,65000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,34102
14358,986.0,Other,2010,Jeep,1,Petrol,2.4,116000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,18760
7662,308.0,Lexus,2014,Hatchback,1,Hybrid,1.8,132563,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,11447
8657,645.0,Toyota,2011,Hatchback,1,Hybrid,1.8,230939,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,282
10262,800.0,Other,2011,Jeep,1,Petrol,2.3,184576,4.0,Automatic,4x4,4-5,Left wheel,Black,12,0,470
18741,585.0,Lexus,2013,Hatchback,1,Hybrid,1.8,188194,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,1725
285,382.0,Ford,2015,Sedan,1,Hybrid,2.0,88795,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,2587
4554,583.0,Hyundai,2011,Sedan,1,Petrol,1.6,159381,4.0,Automatic,Front,4-5,Left wheel,White,4,0,19416
13452,890.0,Kia,2016,Sedan,1,Petrol,2.0,31033,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,21796
3523,574.0,Honda,2010,Hatchback,1,Hybrid,1.3,187312,4.0,Automatic,Front,4-5,Left wheel,Blue,0,0,1098
17838,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,159379,4.0,Automatic,Front,4-5,Left wheel,White,12,0,3136
10634,707.0,Ssangyong,2011,Jeep,1,Diesel,2.0,131114,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,22649
10544,891.0,Hyundai,2016,Jeep,1,Diesel,2.0,116365,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,43128
5150,1077.0,Toyota,2019,Jeep,1,Petrol,2.0,65362,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,470
873,891.0,Hyundai,2016,Jeep,1,Diesel,2.0,146492,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,44711
13487,640.0,Ford,2013,Sedan,1,Hybrid,2.0,320554,4.0,Automatic,Front,4-5,Left wheel,White,0,0,3763
8114,583.0,Other,2011,Sedan,1,Petrol,1.6,0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,12300
6559,836.0,Hyundai,2010,Jeep,1,Diesel,2.0,138196,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15423
11977,836.0,Hyundai,2010,Jeep,1,Diesel,2.0,188000,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,19657
1873,1017.0,Lexus,2017,Jeep,1,Petrol,2.0,14813,4.0,Automatic,Front,4-5,Left wheel,White,12,0,6586
1977,640.0,Ssangyong,2013,Jeep,1,Diesel,2.0,110190,4.0,Automatic,Front,4-5,Left wheel,White,4,0,35043
18503,521.0,Chevrolet,2011,Hatchback,1,Hybrid,1.4,288778,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,2666
14804,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,107523,4.0,Automatic,Front,4-5,Left wheel,White,4,0,20266
794,730.0,Hyundai,2016,Sedan,1,Petrol,1.6,71672,4.0,Automatic,Front,4-5,Left wheel,White,4,0,30596
3339,1185.0,Ford,2009,Jeep,1,Hybrid,2.5,193614,4.0,Automatic,Front,4-5,Left wheel,White,0,0,220
8796,836.0,Other,2010,Sedan,1,Petrol,2.0,156139,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,1725
8356,639.0,Hyundai,2014,Jeep,1,Diesel,2.0,144009,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,36865
16909,765.0,Ssangyong,2015,Jeep,1,Diesel,2.0,90344,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,40926
7327,639.0,Ford,2014,Sedan,1,Petrol,2.0,151846,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,18817
17394,770.0,Hyundai,2016,Jeep,1,Diesel,1.7,119979,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,38725
4666,1047.0,Hyundai,2007,Sedan,1,Petrol,1.6,117771,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,11368
9335,777.0,Toyota,2014,Jeep,1,Petrol,2.5,153312,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,21953
8202,1017.0,Hyundai,2017,Jeep,1,Diesel,2.0,148510,4.0,Automatic,Front,4-5,Left wheel,White,4,0,36366
13494,531.0,Other,2012,Hatchback,1,Petrol,1.6,104448,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,549
5364,862.0,Hyundai,2011,Universal,1,Diesel,2.5,237853,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,17054
10972,891.0,Hyundai,2016,Sedan,1,Other,2.0,317106,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15681
6872,308.0,Toyota,2014,Hatchback,1,Hybrid,1.8,151923,4.0,Automatic,Front,4-5,Left wheel,White,12,0,4391
172,891.0,Hyundai,2016,Jeep,1,Diesel,2.0,113700,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,43880
13486,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,115471,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,16618
12659,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,131400,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,14583
18539,751.0,Hyundai,2013,Sedan,1,Hybrid,2.4,216208,4.0,Automatic,Front,4-5,Left wheel,Blue,0,0,1176
3288,645.0,Honda,2011,Sedan,1,Petrol,1.8,177250,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,941
4340,639.0,Hyundai,2014,Sedan,1,Other,2.0,268046,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,10036
12696,934.0,Nissan,2015,Sedan,1,Petrol,2.5,94632,4.0,Automatic,Front,4-5,Left wheel,White,12,0,6272
8998,781.0,Hyundai,2012,Minivan,1,Diesel,2.5,63308,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,29163
12548,749.0,Honda,2014,Jeep,1,Petrol,2.4,0,4.0,Automatic,4x4,4-5,Left wheel,Other,12,0,2195
14125,623.0,Kia,2015,Sedan,1,Diesel,1.6,40523,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,16151
5636,475.0,Other,2012,Sedan,1,Petrol,1.4,157317,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,3293
18336,891.0,Hyundai,2016,Sedan,1,Other,2.0,284189,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15681
4409,586.0,Lexus,2012,Hatchback,1,Hybrid,1.8,174106,4.0,Automatic,Front,4-5,Left wheel,White,0,0,1490
2852,707.0,Hyundai,2011,Jeep,1,Diesel,2.0,151186,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,26475
14422,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,314373,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,392
10592,528.0,Hyundai,2014,Sedan,1,Petrol,1.6,140765,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,16480
10425,891.0,Hyundai,2016,Sedan,1,Other,2.0,256768,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15681
4266,609.0,Toyota,2018,Sedan,1,Hybrid,2.5,35058,4.0,Automatic,Front,4-5,Left wheel,White,12,0,18817
11788,761.0,Toyota,2010,Hatchback,1,Hybrid,1.8,236539,4.0,Automatic,Front,4-5,Left wheel,White,0,0,549
4886,1249.0,Toyota,2017,Sedan,1,Petrol,2.5,90336,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,470
9999,1017.0,Hyundai,2017,Jeep,1,Diesel,2.0,66067,4.0,Automatic,Front,4-5,Left wheel,White,4,0,44517
12912,640.0,Ford,2013,Sedan,1,Hybrid,2.0,215965,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,392
4223,911.0,Hyundai,2010,Jeep,1,Diesel,2.2,185987,4.0,Automatic,Front,4-5,Left wheel,White,4,0,19309
2546,1090.0,Chevrolet,2008,Jeep,1,Diesel,2.0,53391,4.0,Automatic,Front,4-5,Left wheel,White,4,0,9377
15740,1091.0,Hyundai,2016,Minivan,1,Diesel,2.5,96334,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,42218
13623,707.0,Hyundai,2011,Sedan,1,Petrol,2.0,164861,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,17484
7408,1202.0,Hyundai,2017,Sedan,1,Petrol,2.4,97614,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,3293
2189,308.0,Toyota,2014,Jeep,1,Hybrid,1.8,187334,4.0,Automatic,Front,4-5,Left wheel,White,12,0,188
8410,645.0,Toyota,2011,Hatchback,1,Hybrid,1.8,287100,4.0,Tiptronic,Front,4-5,Left wheel,Other,12,0,11604
5951,836.0,Hyundai,2010,Jeep,1,Diesel,2.0,183631,4.0,Automatic,Front,4-5,Left wheel,White,4,0,20817
17741,789.0,Chevrolet,2009,Sedan,1,Diesel,1.6,75367,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,8781
4757,738.0,Chevrolet,2017,Sedan,1,Petrol,1.4,97189,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,15994
10539,639.0,Ssangyong,2014,Jeep,1,Diesel,2.0,158423,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,24327
125,781.0,Toyota,2012,Sedan,1,Petrol,2.5,0,4.0,Tiptronic,Front,4-5,Left wheel,Black,6,0,19444
14239,707.0,Ssangyong,2011,Jeep,1,Diesel,2.0,138000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,27889
3521,640.0,Chevrolet,2013,Sedan,1,Diesel,2.0,163855,4.0,Automatic,Front,4-5,Left wheel,White,4,0,18519
6866,1091.0,Hyundai,2016,Universal,1,Diesel,2.5,92003,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,40183
1157,1275.0,Other,2019,Sedan,1,Petrol,2.4,61998,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,627
15972,930.0,Hyundai,2018,Jeep,1,Diesel,1.7,38945,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,43714
4525,640.0,Hyundai,2013,Sedan,1,Other,2.0,53000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7683
2178,891.0,Mercedes-Benz,2016,Sedan,1,Petrol,2.0,50552,4.0,Automatic,Front,4-5,Left wheel,White,12,0,549
14799,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,164805,4.0,Automatic,Front,4-5,Left wheel,White,4,0,31650
16491,1024.0,Hyundai,2010,Universal,1,Diesel,2.5,328034,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,16480
1742,418.0,Nissan,2014,Hatchback,1,Petrol,1.2,101537,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,5849
11367,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,184700,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,27921
10880,891.0,Mercedes-Benz,2016,Sedan,1,Petrol,2.0,55718,4.0,Automatic,4x4,4-5,Left wheel,White,12,0,392
3369,697.0,Hyundai,2015,Sedan,1,Petrol,1.8,96000,4.0,Tiptronic,Front,4-5,Left wheel,Silver,16,0,19444
6158,639.0,Hyundai,2014,Jeep,1,Diesel,2.0,121189,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,33908
11401,1017.0,Hyundai,2017,Jeep,1,Petrol,2.0,46932,4.0,Automatic,Front,4-5,Left wheel,Black,10,0,26500
13637,761.0,Honda,2010,Sedan,1,Petrol,1.8,215533,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,627
17968,308.0,Toyota,2014,Jeep,1,Hybrid,1.8,339710,4.0,Automatic,Front,4-5,Left wheel,White,12,0,14113
13713,382.0,Ford,2015,Hatchback,1,Hybrid,2.0,193106,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,1646
11542,765.0,Hyundai,2015,Sedan,1,Other,2.0,30363,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,13485
2896,831.0,Chevrolet,2011,Sedan,1,Petrol,2.4,205307,4.0,Automatic,Front,4-5,Left wheel,White,12,0,314
2011,730.0,Ssangyong,2016,Jeep,1,Diesel,1.6,72000,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,39750
18170,531.0,Hyundai,2012,Sedan,1,Diesel,1.6,98624,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,12240
18614,917.0,Other,2013,Sedan,1,Diesel,3.0,205989,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,39750
5808,836.0,Hyundai,2010,Jeep,1,Diesel,2.0,216751,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,22063
5611,769.0,Chevrolet,2011,Jeep,1,Diesel,2.2,134498,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,22549
13084,528.0,Hyundai,2014,Sedan,1,Diesel,1.6,32844,4.0,Automatic,Front,4-5,Left wheel,White,4,0,14113
9341,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,10349
6993,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,79995,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,16543
3555,765.0,Chevrolet,2015,Jeep,1,Diesel,2.0,30000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,23678
13028,524.0,Kia,2014,Sedan,1,Diesel,1.6,162878,4.0,Automatic,Front,4-5,Left wheel,White,4,0,12529
4811,707.0,Ssangyong,2011,Jeep,1,Diesel,2.0,111895,4.0,Automatic,Front,4-5,Left wheel,White,4,0,22649
5124,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,225510,4.0,Automatic,Front,4-5,Left wheel,White,12,0,314
8941,530.0,Nissan,2013,Jeep,1,Petrol,1.6,108222,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,7527
11573,770.0,Hyundai,2016,Jeep,1,Diesel,1.7,122856,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,43626
16606,751.0,Hyundai,2013,Sedan,1,Petrol,2.4,166774,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,549
16350,531.0,Hyundai,2012,Hatchback,1,Diesel,1.6,151136,4.0,Automatic,Front,4-5,Left wheel,White,4,0,17346
1244,1077.0,Toyota,2019,Jeep,1,Petrol,2.0,78424,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,5488
5837,490.0,Honda,2011,Hatchback,1,Hybrid,1.3,288704,4.0,Automatic,Front,4-5,Left wheel,White,0,0,706
14244,308.0,Honda,2015,Hatchback,1,Hybrid,1.5,98937,4.0,Automatic,Front,4-5,Left wheel,White,4,0,12548
12148,836.0,Hyundai,2010,Jeep,1,Diesel,2.0,65594,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,13777
17983,1024.0,Hyundai,2010,Jeep,1,Diesel,2.5,56765,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,12701
85,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,121362,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,19121
4881,779.0,Lexus,2013,Sedan,1,Hybrid,2.5,210698,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,549
6593,765.0,Other,2015,Sedan,1,Petrol,2.0,87358,4.0,Automatic,Rear,4-5,Left wheel,White,12,0,5488
12056,761.0,Toyota,2010,Jeep,1,Hybrid,1.8,0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,3293
7584,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,232032,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,392
12428,1091.0,Hyundai,2016,Minivan,1,Diesel,2.5,120000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,36567
13157,934.0,Nissan,2015,Jeep,1,Petrol,2.5,136000,4.0,Automatic,4x4,4-5,Left wheel,Silver,0,0,20698
11510,891.0,Hyundai,2016,Sedan,1,Other,2.0,256355,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,11290
1624,831.0,Honda,2018,Other,1,Petrol,1.5,16125,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,34889
19126,707.0,Hyundai,2011,Jeep,1,Diesel,2.0,158604,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,18779
16244,447.0,Honda,2013,Hatchback,1,Petrol,1.3,114577,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,6611
2820,420.0,Hyundai,2019,Sedan,1,Hybrid,1.6,14587,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,314
2228,891.0,Hyundai,2016,Sedan,1,Other,2.0,282994,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15681
17062,528.0,Hyundai,2014,Sedan,1,Petrol,1.6,70835,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,25889
2329,259.0,Chevrolet,2014,Hatchback,1,Hybrid,1.4,112123,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,6586
11994,751.0,Other,2013,Jeep,1,Petrol,2.4,76000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,29254
286,1347.0,Hyundai,2008,Minivan,1,Diesel,2.5,56769,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15524
18512,650.0,Chevrolet,2016,Sedan,1,Petrol,1.4,78000,4.0,Tiptronic,Front,4-5,Left wheel,White,10,0,21000
10819,877.0,Hyundai,2017,Jeep,1,Diesel,1.7,123833,4.0,Automatic,Front,4-5,Left wheel,White,4,0,45210
17961,836.0,Hyundai,2010,Sedan,1,Petrol,2.0,173000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,16599
6692,777.0,Toyota,2014,Sedan,1,Petrol,2.5,92891,4.0,Automatic,Front,4-5,Left wheel,White,12,0,1646
16086,765.0,Hyundai,2015,Sedan,1,Other,2.0,311337,4.0,Automatic,Front,4-5,Left wheel,White,4,0,10976
7962,259.0,Chevrolet,2014,Hatchback,1,Hybrid,1.4,131893,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,314
14093,474.0,Other,2013,Sedan,1,Petrol,1.4,61650,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,4077
4759,382.0,Ford,2015,Sedan,1,Hybrid,2.0,100747,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,2822
7646,502.0,Toyota,2013,Hatchback,1,Petrol,1.5,112200,4.0,Automatic,Front,4-5,Left wheel,White,4,0,29445
2025,642.0,Chevrolet,2012,Jeep,1,Diesel,2.0,163000,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,20005
18780,934.0,Hyundai,2015,Universal,1,Diesel,2.5,127027,4.0,Automatic,Front,4-5,Left wheel,White,4,0,35269
16067,891.0,Hyundai,2016,Sedan,1,Other,2.0,248705,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15681
